01.05.2011|4224|71630|15904974|155|2808|3306|23
02.05.2011|5079|71213|15976187|155|3600|3723|20
03.05.2011|5465|77071|16053258|147|3935|3957|22
04.05.2011|5662|70932|16124190|180|3790|6533|24
05.05.2011|5439|89715|16213905|173|3783|7059|25
06.05.2011|5023|67768|16281673|186|3530|4036|26
07.05.2011|5998|99145|16380818|162|4672|3149|16
08.05.2011|4019|108835|16489653|141|2618|3907|21
09.05.2011|4252|104275|16593928|147|2706|3113|18
10.05.2011|5462|89933|16683861|167|3835|5124|21
11.05.2011|5587|91163|16775024|183|4048|5902|19
12.05.2011|4882|92849|16867873|168|3381|5294|23
13.05.2011|4630|75203|16943076|160|3161|5523|22
14.05.2011|4004|70608|17013684|162|2634|4128|24
15.05.2011|4122|96218|17109902|143|2827|3408|16
16.05.2011|5158|101796|17211698|154|3566|6624|15
17.05.2011|4861|76656|17288354|171|3262|4344|22
18.05.2011|4868|83423|17371777|159|3174|4761|21
19.05.2011|4608|83012|17454789|148|3099|7523|22
20.05.2011|4244|70699|17525488|121|2765|4947|20
21.05.2011|3542|83642|17609130|129|2182|3052|14
22.05.2011|3671|80757|17689887|131|2278|3586|17
23.05.2011|4019|86178|17776065|125|2701|6896|19
24.05.2011|4125|94528|17870593|120|2690|8656|16
25.05.2011|4697|93021|17963614|145|2714|6512|18
26.05.2011|3937|84733|18048347|142|2563|4154|21
27.05.2011|3864|82098|18130445|134|2402|4256|14
28.05.2011|3378|114404|18244849|113|1937|3595|16
29.05.2011|3417|98648|18343497|101|2101|4283|20
30.05.2011|4069|80230|18423727|111|2674|8375|17
31.05.2011|4479|69353|18493080|129|2643|5803|18
