01.03.2010|7721|95246|9575995|180|5429|16768|73
02.03.2010|8621|108210|9684205|245|5790|15413|77
03.03.2010|8444|101939|9786144|197|5807|18924|58
04.03.2010|8240|95313|9881457|238|5678|18718|53
05.03.2010|7334|68609|9950066|206|5269|14265|54
06.03.2010|6847|53801|10003867|221|4838|13909|55
07.03.2010|7211|57229|10061096|204|5241|14818|59
08.03.2010|7239|56762|10117858|187|5115|12119|51
09.03.2010|8339|61585|10179443|200|6048|14396|46
10.03.2010|8980|65736|10245179|215|6541|14072|59
11.03.2010|10827|105806|10350985|238|8256|37377|64
12.03.2010|9620|70328|10421313|269|7051|15125|51
13.03.2010|8546|113930|10535243|288|6148|27186|52
14.03.2010|8424|100874|10636117|218|6072|11172|68
15.03.2010|8747|94385|10730502|261|6279|11921|71
16.03.2010|9423|93108|10823610|313|6822|13547|68
17.03.2010|2247|22168|22168|37|1558|5155|28
18.03.2010|7382|80172|102340|295|4895|13823|66
19.03.2010|7455|78149|180489|285|5019|12304|67
20.03.2010|6950|81466|261955|314|4526|10965|51
21.03.2010|6891|83733|345688|317|4524|9752|60
22.03.2010|7634|95674|441362|282|5074|12364|65
23.03.2010|7998|98187|539549|327|5423|17945|74
24.03.2010|7327|88440|627989|319|4900|17173|65
25.03.2010|7252|92308|720297|321|4741|15292|63
26.03.2010|7244|87880|808177|324|4810|14885|51
27.03.2010|6631|83142|891319|313|4337|14202|54
28.03.2010|6573|74343|965662|295|4503|7267|197
29.03.2010|7770|77235|1042897|276|5565|8968|52
30.03.2010|7643|65315|1108212|274|5523|10107|42
31.03.2010|7317|91724|1199936|316|5064|9180|58
