01.07.2010|8482|109602|8570719|370|4437|11358|30
02.07.2010|7937|102691|8673410|399|4265|8475|35
03.07.2010|6624|121377|8794787|364|3457|7571|32
04.07.2010|5346|114003|8908790|418|3598|4837|32
05.07.2010|6470|89632|8998422|416|4592|8315|30
06.07.2010|7463|101512|9099934|408|4420|11708|36
07.07.2010|9868|106311|9206245|368|4660|14246|31
08.07.2010|8804|92571|9298816|393|4680|11291|38
09.07.2010|8704|97148|9395964|412|4608|10327|28
10.07.2010|7062|81902|9477866|387|3869|6001|19
11.07.2010|7624|88425|9566291|374|4257|6073|20
12.07.2010|9972|97712|9664003|364|6227|9661|31
13.07.2010|10861|93124|9757127|423|6061|10657|38
14.07.2010|7946|99463|9856590|405|5920|9877|35
15.07.2010|7085|90230|9946820|402|4934|8887|34
16.07.2010|8729|80992|10027812|367|5189|8448|28
17.07.2010|6205|74541|10102353|396|3645|6338|24
18.07.2010|5100|78291|10180644|352|3729|4434|27
19.07.2010|7628|89181|10269825|341|4610|12468|24
20.07.2010|6803|91664|10361489|359|4691|11107|34
21.07.2010|9259|90483|10451972|318|4819|10352|27
22.07.2010|8292|92245|10544217|378|4591|8775|25
23.07.2010|6238|100912|10645129|339|4072|8862|27
24.07.2010|5230|539892|11185021|373|2939|473491|23
25.07.2010|8041|85178|11270199|407|3613|8422|30
26.07.2010|6488|83696|11353895|336|4691|9873|31
27.07.2010|6410|78147|11432042|326|4623|10858|33
28.07.2010|7020|87237|11519279|351|5150|8168|34
29.07.2010|8203|91605|11610884|340|4836|7475|39
30.07.2010|8045|87999|11698883|332|4311|6640|29
31.07.2010|5064|84303|11783186|324|3667|5589|25
