01.08.2010|7402|78781|11861967|332|3571|5741|29
02.08.2010|8368|92247|11954214|343|4464|8605|34
03.08.2010|8140|111949|12066163|385|4559|9502|33
04.08.2010|8397|96511|12162674|323|4701|10623|29
05.08.2010|7672|100341|12263015|350|4886|8669|29
06.08.2010|7332|105404|12368419|385|4886|6221|25
07.08.2010|5309|88888|12457307|357|3387|4704|25
08.08.2010|5433|77988|12535295|383|3694|6317|27
09.08.2010|8771|83307|12618602|336|4500|9336|26
10.08.2010|6757|78446|12697048|337|4707|8077|32
11.08.2010|8187|95145|12792193|382|4796|9475|32
12.08.2010|6893|75740|12867933|335|4408|7972|36
27.08.2010|3375|41454|41454|129|2458|4644|27
28.08.2010|5314|91889|133343|376|3695|9444|24
29.08.2010|5681|88820|222163|386|3966|9358|29
30.08.2010|6814|89893|312056|380|4909|17932|30
31.08.2010|6418|96067|408123|398|4576|20877|40
