01.03.2009|3904|29900|29900|91|3158|8556|39
02.03.2009|14421|138316|168216|266|11970|31059|96
03.03.2009|4925|47396|47396|104|3941|8800|41
04.03.2009|13838|112146|159542|207|11386|30042|89
05.03.2009|8191|89543|249085|153|6499|17352|75
06.03.2009|12817|127857|376942|200|10500|30713|90
07.03.2009|1936|20154|397096|60|1359|5314|23
08.03.2009|11747|88894|485990|201|9648|26201|81
09.03.2009|13464|100517|586507|220|11094|31119|71
10.03.2009|14304|110654|697161|162|11891|34042|82
11.03.2009|14239|113820|810981|179|11780|33520|106
12.03.2009|14577|102773|913754|205|12177|32465|107
13.03.2009|12573|131118|1044872|230|10355|53025|85
14.03.2009|13650|114050|1158922|178|11560|35542|91
15.03.2009|13895|97661|1256583|187|11786|32668|90
16.03.2009|14213|98898|1355481|212|11766|31838|104
17.03.2009|12781|86059|1441540|202|10618|28929|97
18.03.2009|7348|42677|1484217|130|5950|15864|76
19.03.2009|14490|116756|1600973|227|12116|33548|109
20.03.2009|15525|122422|1723395|234|13139|35205|102
21.03.2009|14860|146682|1870077|168|12847|67919|88
22.03.2009|14591|418337|2288414|176|12305|353744|85
23.03.2009|15496|119970|2408384|193|13093|38281|100
24.03.2009|16106|112455|2520839|209|13794|37904|114
25.03.2009|15850|90178|2611017|193|13369|35388|103
26.03.2009|11862|61788|2672805|158|9863|26396|81
27.03.2009|11690|81446|2754251|214|9746|27032|83
28.03.2009|10939|80795|2835046|171|9026|24315|78
29.03.2009|11939|81795|2916841|161|9526|27315|88
30.03.2009|12939|90310|90310|176|11162|33150|99
31.03.2009|12191|231338|321648|189|9800|163017|85
