01.01.2011|9935|118002|3821588|185|8469|5243|25
02.01.2011|11449|90148|3911736|154|10002|4324|19
03.01.2011|13581|113722|4025458|155|11958|5553|24
04.01.2011|13592|101547|4127005|147|11981|5248|28
05.01.2011|13492|105747|4232752|153|11671|6614|24
06.01.2011|12487|114956|4347708|169|10881|5797|30
07.01.2011|13459|96228|4443936|160|11804|5035|26
08.01.2011|14269|97702|4541638|139|12463|5083|21
09.01.2011|13959|112898|4654536|148|12183|5126|21
10.01.2011|15563|120139|4774675|162|13550|6074|34
11.01.2011|18831|141278|4915953|158|16867|7745|22
12.01.2011|17543|129531|5045484|162|15717|6177|26
13.01.2011|16828|116860|5162344|205|14888|5747|22
14.01.2011|14115|91099|5253443|208|12348|4961|22
15.01.2011|7605|81596|5335039|156|6054|3556|25
16.01.2011|6435|126689|5461728|165|4739|6124|30
17.01.2011|7277|131754|5593482|179|5469|5767|35
18.01.2011|7522|114231|5707713|158|5701|6165|25
19.01.2011|7777|118133|5825846|178|5987|6997|25
20.01.2011|8491|125971|5951817|220|6589|7859|31
21.01.2011|8003|114448|6066265|192|6271|6936|22
22.01.2011|7694|140002|6206267|209|5879|5804|28
23.01.2011|7781|98268|6304535|186|6024|5121|23
24.01.2011|7985|137739|6442274|209|6209|5241|25
25.01.2011|7764|123497|6565771|155|5943|6206|23
26.01.2011|7801|119629|6685400|172|5964|6004|34
27.01.2011|8617|113302|6798702|180|6895|6994|40
28.01.2011|7657|119874|6918576|215|5920|10165|29
29.01.2011|7121|112674|7031250|165|5565|3786|46
30.01.2011|7439|122580|7153830|154|5896|4811|28
31.01.2011|7911|141746|7295576|208|6159|6188|44
