01.04.2015|1|21|41825|0|0|1|0
02.04.2015|1|294|42119|0|0|6|0
03.04.2015|1|633|42752|0|0|22|0
04.04.2015|1|170|42922|0|0|7|0
05.04.2015|1|147|43069|0|0|18|0
06.04.2015|1|242|43311|0|0|9|0
07.04.2015|1|253|43564|0|0|6|1
08.04.2015|1|125|43689|0|0|4|0
09.04.2015|1|141|43830|0|0|1|0
10.04.2015|1|307|44137|0|0|5|0
11.04.2015|1|454|44591|0|0|3|0
12.04.2015|1|1017|45608|0|0|8|0
13.04.2015|1|156|45764|0|0|1|0
14.04.2015|1|162|45926|0|0|5|0
15.04.2015|1|132|46058|0|0|5|0
16.04.2015|1|209|46267|0|0|1|0
17.04.2015|1|58|46325|0|0|1|0
19.04.2015|1|128|46453|0|0|2|0
20.04.2015|1|204|46657|0|0|5|0
21.04.2015|1|12|46669|0|0|1|0
22.04.2015|1|65|46734|0|0|1|0
25.04.2015|1|42|46776|0|0|1|0
26.04.2015|1|789|47565|0|0|20|0
28.04.2015|1|61|47626|0|0|3|0
29.04.2015|1|218|47844|0|0|5|0
