01.02.2009|20237|163041|17689479|222|17487|86950|73
02.02.2009|20600|157633|17847112|281|17602|77951|77
03.02.2009|20594|170278|18017390|182|17664|79132|79
04.02.2009|19928|168641|18186031|250|17138|79731|85
05.02.2009|20174|162186|18348217|201|17563|81934|87
06.02.2009|23109|175995|18524212|208|18085|80914|90
07.02.2009|20179|179898|18704110|211|17570|83900|93
08.02.2009|21296|178771|18882881|223|18475|87262|83
09.02.2009|22101|167262|19050143|236|18431|82594|106
10.02.2009|20705|165387|19215530|194|17998|81802|89
11.02.2009|21254|165863|19381393|221|18384|77931|124
12.02.2009|21014|149103|19530496|242|18320|72019|122
13.02.2009|22407|167225|19697721|289|17599|80093|125
14.02.2009|18976|143880|19841601|234|16510|75756|97
15.02.2009|17783|135924|19977525|247|15021|49841|99
16.02.2009|17019|131168|20108693|241|13508|50028|109
17.02.2009|16139|141449|20250142|244|13423|43440|96
18.02.2009|15468|145730|20395872|282|12857|44256|93
19.02.2009|15416|137809|20533681|297|12821|46470|94
20.02.2009|14923|143101|20676782|233|12236|54332|96
21.02.2009|14640|134347|20811129|231|12226|46664|74
22.02.2009|14746|136462|20947591|227|12338|51622|95
23.02.2009|14582|126277|21073868|237|12069|46803|83
24.02.2009|15381|145358|21219226|218|12767|48058|112
25.02.2009|15243|166254|21385480|236|12598|48668|108
26.02.2009|14662|139672|21525152|225|12152|43241|98
27.02.2009|11938|101188|21626340|224|9864|30804|79
28.02.2009|13588|114966|21741306|298|11298|38527|78
