05.10.2008|7861|118293|118293|283|6981|46991|84
06.10.2008|9085|116300|234593|305|7879|52562|114
07.10.2008|9021|99228|333821|280|7293|48335|109
08.10.2008|9147|111092|444913|260|6975|44884|106
09.10.2008|8917|98202|543115|301|7138|46455|101
10.10.2008|9143|112981|656096|282|7115|50612|106
11.10.2008|9042|132041|788137|324|6663|45781|77
12.10.2008|10410|116311|904448|309|7735|49247|88
13.10.2008|9914|100067|1004515|270|7452|38795|129
14.10.2008|8396|90924|1095439|228|7458|28625|100
15.10.2008|8225|95564|1191003|126|7300|29033|134
16.10.2008|7597|89128|1280131|292|6950|29271|97
17.10.2008|5742|53736|1333867|185|4801|21574|72
18.10.2008|9476|96440|1430307|280|7090|41170|101
19.10.2008|9445|116598|1546905|300|7426|44693|97
20.10.2008|9938|105404|1652309|284|7180|40813|90
21.10.2008|10301|117475|1769784|311|7313|43584|97
22.10.2008|10378|128018|1897802|344|7333|41738|98
23.10.2008|10053|107886|2005688|324|7098|38842|89
24.10.2008|10361|105559|2111247|365|7735|46203|85
25.10.2008|9256|125004|2236251|336|7458|46161|88
26.10.2008|9830|120430|2356681|344|7860|50316|83
27.10.2008|10243|97419|2454100|323|7261|44777|135
28.10.2008|10478|101792|2555892|293|7397|49425|127
29.10.2008|10416|109944|2665836|324|7936|52015|116
30.10.2008|10475|124129|2789965|357|7529|49723|129
31.10.2008|10178|118098|2908063|367|7216|46477|140
