02.12.2017|1|42|69151|0|0|2|0
05.12.2017|1|174|69325|1|0|1|0
07.12.2017|1|1752|71077|0|0|11|0
08.12.2017|1|4289|75366|0|0|64|0
09.12.2017|1|1045|76411|0|0|46|0
10.12.2017|1|1666|78077|0|0|0|0
11.12.2017|1|13|78090|0|0|2|0
14.12.2017|1|272|78362|0|0|3|0
15.12.2017|1|809|79171|0|0|6|0
16.12.2017|1|551|79722|0|0|8|0
18.12.2017|1|736|80458|0|0|18|1
21.12.2017|1|18|80476|0|0|2|0
22.12.2017|1|20|80496|0|0|1|0
23.12.2017|1|143|80639|0|0|6|0
26.12.2017|1|68|80707|0|0|9|0
27.12.2017|1|93|80800|0|0|52|0
30.12.2017|1|9|80809|0|0|2|0
31.12.2017|1|148|80957|0|0|6|0
