01.02.2018|1|35|84516|0|0|1|1
02.02.2018|1|107|84623|0|0|2|0
03.02.2018|1|365|84988|0|0|10|0
05.02.2018|1|156|85144|0|0|5|0
06.02.2018|1|106|85250|0|0|3|1
08.02.2018|1|11|85261|0|0|1|0
09.02.2018|1|108|85369|0|0|6|1
10.02.2018|1|117|85486|0|0|8|1
11.02.2018|1|76|85562|0|0|2|1
19.02.2018|1|31|85593|0|0|2|1
20.02.2018|1|79|85672|0|0|1|0
21.02.2018|1|64|85736|0|0|1|1
22.02.2018|1|72|85808|0|0|1|1
24.02.2018|1|34|85842|0|0|3|1
25.02.2018|1|9|85851|0|0|3|1
26.02.2018|1|25|85876|0|0|6|1
27.02.2018|1|61|85937|0|0|5|0
28.02.2018|1|50|85987|0|0|3|0
