01.03.2011|5510|111274|9898058|127|3804|6936|19
02.03.2011|5866|84067|9982125|145|3732|7347|27
03.03.2011|5485|87912|10070037|150|3833|7905|20
04.03.2011|5379|62094|10132131|145|3695|9426|18
05.03.2011|5185|94182|10226313|150|3245|6288|22
06.03.2011|5233|92371|10318684|164|3161|4819|21
07.03.2011|5882|109589|10428273|155|3316|6377|26
08.03.2011|4292|91000|10519273|140|2505|6107|18
09.03.2011|1087|10531|10529804|37|551|982|6
10.03.2011|6157|97743|10627547|138|3985|7274|24
11.03.2011|6367|138555|10766102|162|4159|19376|21
12.03.2011|5843|85596|10851698|141|3825|7042|19
13.03.2011|5734|95327|10947025|144|3971|8696|23
14.03.2011|6225|112395|11059420|133|4225|7744|31
15.03.2011|6526|113931|11173351|146|4293|8632|22
16.03.2011|6371|113884|11287235|156|4139|8801|24
17.03.2011|6551|96281|11383516|172|4224|8027|26
18.03.2011|5864|73309|11456825|150|3625|8191|21
19.03.2011|5291|129685|11586510|150|3199|5508|28
20.03.2011|5394|206736|11793246|125|3401|5829|23
21.03.2011|5901|82867|11876113|141|3655|8232|22
22.03.2011|5715|103893|11980006|134|3546|9689|28
23.03.2011|6101|106495|12086501|155|4103|8312|23
24.03.2011|5884|103988|12190489|162|3961|6985|24
25.03.2011|4243|69584|12260073|119|2726|5604|17
26.03.2011|5526|107409|12367482|152|3675|4786|19
27.03.2011|5750|96420|12463902|143|3873|5038|20
28.03.2011|4985|81712|12545614|128|3380|5166|19
29.03.2011|7018|105318|12650932|136|5008|6030|17
30.03.2011|6825|99360|12750292|158|4710|5597|20
31.03.2011|6232|120548|12870840|131|4256|6428|23
