01.12.2009|8632|66419|2940652|213|6449|17267|71
02.12.2009|8921|65829|3006481|214|6549|20113|79
03.12.2009|9220|69870|3076351|203|6764|16948|60
04.12.2009|8658|74580|3150931|207|6201|20054|68
05.12.2009|7897|61068|3211999|208|5794|15700|59
06.12.2009|7776|47662|3259661|211|5616|14764|70
07.12.2009|8992|57131|3316792|214|6603|17796|85
08.12.2009|9254|59914|3376706|274|6688|17774|79
09.12.2009|9111|58039|3434745|209|6589|18517|81
10.12.2009|9969|63628|3498373|214|7505|24642|79
11.12.2009|9600|58581|3556954|214|7185|22053|80
12.12.2009|10130|58232|3615186|196|6302|14791|68
13.12.2009|8825|56178|3671364|193|6400|14766|55
14.12.2009|9073|58122|3729486|207|6510|17773|78
15.12.2009|9783|68025|3797511|211|6781|21799|87
16.12.2009|9495|62647|3860158|220|6593|22084|81
17.12.2009|9614|58389|3918547|227|7055|20647|78
18.12.2009|10326|63081|3981628|208|7935|21946|87
19.12.2009|9842|62421|4044049|207|7314|20289|73
20.12.2009|10076|64479|4108528|209|7724|19604|69
21.12.2009|10781|68098|4176626|221|8273|22133|71
22.12.2009|10275|62817|4239443|221|7936|20732|67
23.12.2009|9210|60401|4299844|219|6836|19882|71
24.12.2009|9323|61403|4361247|214|7090|19321|71
25.12.2009|9438|69302|4430549|221|7242|18454|64
26.12.2009|10352|89238|4519787|218|8100|34996|66
27.12.2009|9466|81075|4600862|212|7077|19111|67
28.12.2009|9434|76717|4677579|206|6979|17628|67
29.12.2009|9826|70485|4748064|215|6957|16233|70
30.12.2009|9442|68667|4816731|225|5978|18394|75
31.12.2009|6442|57205|4873936|230|4428|11364|67
