01.09.2014|1|362|2918|0|0|8|0
02.09.2014|1|1377|4295|0|0|15|0
03.09.2014|1|640|4935|0|0|31|0
05.09.2014|1|485|5420|0|0|69|0
06.09.2014|1|159|5579|0|0|98|0
07.09.2014|1|29|5608|0|0|9|0
08.09.2014|1|121|5729|0|0|57|0
13.09.2014|1|177|5906|0|0|79|0
14.09.2014|1|137|6043|0|0|57|0
15.09.2014|1|514|6557|0|0|12|1
16.09.2014|1|117|6674|0|0|0|1
17.09.2014|1|1383|8057|0|0|0|0
18.09.2014|1|358|8415|0|0|0|0
19.09.2014|1|525|8940|0|0|1|0
20.09.2014|1|38|8978|0|0|1|1
21.09.2014|1|43|9021|0|0|0|0
22.09.2014|1|64|9085|0|0|0|0
26.09.2014|1|66|9151|0|0|5|1
27.09.2014|1|363|9514|0|0|29|1
28.09.2014|1|182|9696|0|0|18|1
29.09.2014|1|26|9722|0|0|9|1
30.09.2014|1|317|10039|0|0|151|1
