01.05.2009|8725|121990|7993910|260|5476|40113|49
02.05.2009|8062|103608|8097518|199|5413|60270|63
03.05.2009|6592|82558|8180076|174|4785|22978|69
04.05.2009|9124|103534|8283610|216|6800|40616|71
05.05.2009|9327|102917|8386527|213|6997|30860|77
06.05.2009|9437|241790|8628317|192|6560|45664|64
07.05.2009|9631|127618|8755935|241|7195|54311|77
08.05.2009|8071|74425|8830360|222|6029|29733|82
09.05.2009|6371|56018|8886378|237|4729|23423|69
10.05.2009|7160|65580|8951958|243|5413|27702|73
11.05.2009|7893|71576|9023534|240|5940|27667|77
12.05.2009|8928|77847|9101381|250|6611|29924|87
13.05.2009|8914|72831|9174212|237|6743|30090|87
14.05.2009|8782|78146|9252358|284|6537|26843|75
15.05.2009|9673|267539|9519897|246|5479|186932|87
16.05.2009|9105|220755|9740652|193|4865|18629|62
17.05.2009|7931|197814|9938466|242|5765|24226|74
18.05.2009|9582|105257|10043723|284|7372|27123|81
19.05.2009|9905|111605|10155328|255|7574|37392|84
20.05.2009|12053|110901|10266229|268|7733|37484|81
21.05.2009|6687|70861|10337090|221|4623|20073|77
22.05.2009|9180|119665|10456755|257|6572|66560|80
23.05.2009|9500|72322|10529077|268|7029|25532|76
24.05.2009|8831|66223|10595300|251|6049|24378|96
25.05.2009|5358|35051|10630351|133|3764|12260|92
26.05.2009|10858|86005|10716356|271|8319|34963|577
27.05.2009|11518|82519|10798875|269|8369|28677|95
28.05.2009|9662|251297|11050172|244|6047|200653|76
29.05.2009|9850|908966|11959138|252|6283|872792|89
30.05.2009|9170|150539|12109677|246|6123|107199|79
31.05.2009|9093|131850|12241527|247|6453|94198|88
