01.07.2009|8764|152083|2591534|257|6317|102867|84
02.07.2009|3224|534306|3125840|28|342|531772|20
03.07.2009|5158|717294|3843134|162|3173|700449|33
04.07.2009|7810|431018|4274152|255|6102|376883|50
05.07.2009|8968|313220|4587372|265|6795|265171|60
06.07.2009|10654|297895|4885267|271|8181|241182|73
07.07.2009|10413|221672|5106939|227|7959|157396|68
08.07.2009|11476|238105|5345044|242|7785|179353|67
09.07.2009|11506|608986|5954030|256|7125|567178|61
10.07.2009|4679|82419|6036449|212|3251|52776|36
11.07.2009|7631|177764|6214213|258|5800|117227|37
12.07.2009|9038|163329|6377542|246|6785|105543|53
13.07.2009|11208|139896|6517438|262|8541|81771|64
14.07.2009|10751|124834|6642272|253|8147|64398|63
15.07.2009|10446|106736|6749008|254|7995|47740|75
16.07.2009|9357|84064|6833072|229|7142|36803|58
17.07.2009|9906|84517|6917589|226|7443|32969|65
18.07.2009|8169|80066|6997655|227|6308|32849|55
19.07.2009|8596|92488|7090143|242|6560|25587|56
20.07.2009|10763|97168|7187311|237|8117|33807|75
21.07.2009|10479|102150|7289461|249|7958|38946|59
22.07.2009|9844|97771|7387232|227|7462|36119|59
23.07.2009|9922|96273|7483505|234|7372|33548|95
24.07.2009|12021|291142|7774647|237|5340|238847|71
25.07.2009|6071|343226|8117873|178|2836|319094|49
26.07.2009|6488|707549|8825422|170|2987|689246|132
27.07.2009|10807|547007|9372429|248|6188|515639|69
28.07.2009|12888|561218|9933647|225|5286|527572|51
29.07.2009|8681|396434|10330081|166|5448|366728|50
30.07.2009|2096|47273|10377354|91|986|42666|14
31.07.2009|2909|136366|136366|24|1306|132800|25
