01.01.2015|1|250|28414|0|0|73|0
02.01.2015|1|418|28832|0|0|53|0
03.01.2015|1|584|29416|0|0|12|1
04.01.2015|1|473|29889|0|0|36|0
05.01.2015|1|231|30120|0|0|9|1
06.01.2015|1|252|30372|0|0|1|1
07.01.2015|1|275|30647|0|0|4|1
08.01.2015|1|414|31061|0|0|7|1
09.01.2015|1|133|31194|0|0|2|1
10.01.2015|1|39|31233|0|0|2|1
11.01.2015|0|1|31234|0|0|0|0
12.01.2015|1|175|31409|0|0|14|1
13.01.2015|1|272|31681|0|0|12|1
14.01.2015|1|382|32063|0|0|7|1
15.01.2015|1|37|32100|0|0|18|0
16.01.2015|1|334|32434|0|0|18|1
20.01.2015|1|14|32448|0|0|1|1
22.01.2015|1|141|32589|0|0|16|1
23.01.2015|1|120|32709|0|0|12|0
24.01.2015|1|581|33290|0|0|16|0
25.01.2015|1|244|33534|0|0|23|0
26.01.2015|1|272|33806|0|0|10|1
27.01.2015|1|621|34427|0|0|24|1
28.01.2015|1|137|34564|0|0|7|1
29.01.2015|1|366|34930|0|0|4|0
