01.04.2017|1|143|65422|1|0|11|1
03.04.2017|1|34|65456|0|0|1|0
04.04.2017|1|144|65600|1|0|1|0
05.04.2017|1|205|65805|1|0|0|0
06.04.2017|1|59|65864|0|0|1|0
07.04.2017|1|73|65937|0|0|9|0
08.04.2017|1|6|65943|0|0|0|0
09.04.2017|1|104|66047|1|0|0|1
10.04.2017|1|270|66317|0|0|7|7
11.04.2017|1|200|66517|1|0|3|1
12.04.2017|1|1495|68012|1|0|187|1
13.04.2017|1|95|68107|0|0|4|0
24.04.2017|1|19|68126|0|0|1|0
25.04.2017|1|15|68141|0|0|1|0
26.04.2017|1|98|68239|0|0|12|1
27.04.2017|1|33|68272|1|0|0|1
28.04.2017|1|47|68319|0|0|1|0
